account_id,customer_id,branch_id,account_type,status,open_date,balance,currency,interest_rate
ACC00005017,CUST0004239,BR0003,Savings,Active,2024-11-03,97737.26,INR,6.63
ACC00005018,CUST0001785,BR0033,RD,Dormant,2023-09-04,503993.15,INR,4.12
ACC00005019,CUST0008512,BR0050,Current,Active,2023-09-13,10130.75,INR,8.06
ACC00005020,CUST0003993,BR0027,Savings,Active,2024-11-20,4205.68,INR,6.43
ACC00005021,CUST0004529,BR0016,Current,Active,2024-01-07,85074.89,INR,8.34
ACC00005022,CUST0003651,BR0006,Savings,Active,2021-12-28,16249.73,INR,4.76
ACC00005023,CUST0007403,BR0041,Savings,Active,2026-01-29,119334.4,INR,7.45
ACC00005024,CUST0002780,BR0010,Savings,Active,2022-09-11,33544.81,INR,3.81
ACC00005025,CUST0003616,BR0029,Savings,Active,2024-05-14,69079.3,INR,7.83
ACC00005026,CUST0006347,BR0017,FD,Dormant,2025-09-17,23578.01,INR,7.19
ACC00005027,CUST0001997,BR0039,Current,Active,2025-02-17,9532.76,USD,7.87
ACC00005028,CUST0009489,BR0046,Savings,Active,2025-02-06,370475.46,INR,7.19
ACC00005029,CUST0008036,BR0014,Savings,Active,2023-05-17,38475.34,INR,4.04
ACC00005030,CUST0006110,BR0012,Current,Active,2020-06-03,11531.94,INR,3.9
ACC00005031,CUST0000110,BR0038,Current,Active,2022-07-02,2547.97,INR,3.04
ACC00005032,CUST0000412,BR0029,Savings,Active,2020-01-02,20523.97,INR,5.55
ACC00005033,CUST0000071,BR0014,Current,Active,2022-06-22,5316.76,INR,5.3
ACC00005034,CUST0003728,BR0008,Current,Active,2018-07-12,10412.91,INR,3.83
ACC00005035,CUST0000718,BR0049,Current,Active,2023-01-15,230981.56,INR,5.78
ACC00005036,CUST0005477,BR0040,Savings,Active,2018-09-03,156948.7,INR,3.61
ACC00005037,CUST0006814,BR0040,FD,Active,2018-07-25,4624.85,INR,4.84
ACC00005038,CUST0000719,BR0017,Savings,Active,2019-09-05,5209.22,INR,3.46
ACC00005039,CUST0007737,BR0043,Current,Active,2022-09-12,81910.51,INR,7.05
ACC00005040,CUST0007736,BR0039,Current,Active,2019-11-28,1877.47,INR,7.06
ACC00005041,CUST0008319,BR0023,Current,Active,2019-08-04,54368.77,INR,7.74
ACC00005042,CUST0008618,BR0007,Savings,Active,2021-01-17,6152.61,INR,5.72
ACC00005043,CUST0007243,BR0012,Current,Active,2022-02-10,6413.73,INR,6.28
ACC00005044,CUST0002326,BR0016,Current,Active,2020-04-25,37238.57,EUR,6.32
ACC00005045,CUST0002436,BR0013,Savings,Active,2022-01-26,7870.72,INR,3.53
ACC00005046,CUST0002819,BR0047,Savings,Active,2020-09-13,1913.48,INR,4.78
ACC00005047,CUST0000536,BR0019,Savings,Active,2018-03-20,42854.95,INR,8.15
ACC00005048,CUST0006452,BR0003,Savings,Active,2021-03-07,5123.2,INR,4.28
ACC00005049,CUST0007747,BR0043,Savings,Dormant,2025-10-20,4160.92,INR,6.02
ACC00005050,CUST0005173,BR0008,Savings,Active,2018-12-20,43980.08,INR,6.15
ACC00005051,CUST0009337,BR0040,FD,Active,2025-09-07,4350.36,INR,6.96
ACC00005052,CUST0009914,BR0012,Savings,Active,2026-02-25,6567.37,USD,3.78
ACC00005053,CUST0003491,BR0031,Savings,Active,2026-03-08,7116.81,INR,7.99
ACC00005054,CUST0003871,BR0035,Current,Active,2024-04-14,77587.99,INR,8.36
ACC00005055,CUST0001780,BR0020,Savings,Active,2024-07-13,24592.24,INR,5.71
ACC00005056,CUST0003148,BR0028,NRI,Dormant,2021-08-17,16812.72,INR,5.06
ACC00005057,CUST0000906,BR0002,Current,Active,2023-06-19,17618.98,INR,3.92
ACC00005058,CUST0002132,BR0027,Savings,Active,2024-02-27,5515.66,INR,5.13
ACC00005059,CUST0006948,BR0003,Current,Active,2022-01-24,9190.23,INR,8.16
ACC00005060,CUST0008499,BR0048,Savings,Active,2021-12-15,20577.44,INR,3.05
ACC00005061,CUST0003517,BR0021,Current,Active,2020-07-30,2302.5,INR,4.77
ACC00005062,CUST0004433,BR0007,Savings,Dormant,2021-02-17,6904.56,INR,7.41
ACC00005063,CUST0005992,BR0033,Savings,Closed,2019-04-04,3364.86,USD,6.99
ACC00005064,CUST0008709,BR0045,Savings,Active,2018-05-21,567548.51,INR,5.96
ACC00005065,CUST0000101,BR0046,Savings,Active,2025-04-27,23994.6,INR,7.19
ACC00005066,CUST0006061,BR0033,Current,Active,2025-10-29,225467.82,INR,6.86
ACC00005067,CUST0002148,BR0036,Savings,Active,2022-01-01,13197.59,INR,6.26
ACC00005068,CUST0002221,BR0017,NRI,Active,2019-02-11,3921.97,INR,6.39
ACC00005069,CUST0000028,BR0006,Savings,Active,2020-12-13,85762.83,INR,4.57
ACC00005070,CUST0004853,BR0021,Current,Active,2021-09-25,12067.08,INR,5.97
ACC00005071,CUST0003337,BR0038,Savings,Active,2025-06-21,13257.47,INR,3.92
ACC00005072,CUST0002363,BR0034,FD,Dormant,2019-10-27,35946.53,INR,8.07
ACC00005073,CUST0004134,BR0049,Savings,Dormant,2019-02-13,36540.43,INR,5.44
ACC00005074,CUST0003677,BR0048,RD,Active,2024-08-29,110641.77,INR,6.72
ACC00005075,CUST0002376,BR0012,FD,Active,2021-10-22,25172.01,INR,2.74
ACC00005076,CUST0000048,BR0012,Savings,Active,2019-09-23,20387.64,INR,6.35
ACC00005077,CUST0007059,BR0018,FD,Active,2025-07-29,137912.56,INR,6.19
ACC00005078,CUST0008198,BR0048,Savings,Active,2025-09-03,9846.56,INR,4.49
ACC00005079,CUST0005534,BR0006,Savings,Active,2018-11-22,109646.32,INR,7.91
ACC00005080,CUST0008962,BR0013,Savings,Active,2021-09-21,55550.19,INR,7.84
ACC00005081,CUST0007603,BR0031,Savings,Active,2020-05-19,20844.63,INR,3.91
ACC00005082,CUST0001363,BR0025,Current,Active,2023-12-21,20399.33,EUR,6.98
ACC00005083,CUST0003341,BR0048,Savings,Active,2025-03-06,7159.63,EUR,3.52
ACC00005084,CUST0000817,BR0024,Savings,Active,2025-06-10,43546.89,INR,7.05
ACC00005085,CUST0000008,BR0042,Current,Active,2021-07-20,6390.98,INR,5.13
ACC00005086,CUST0004873,BR0011,Savings,Active,2023-07-20,109961.72,INR,8.37
ACC00005087,CUST0002533,BR0033,NRI,Active,2025-01-06,1849.52,INR,5.7
ACC00005088,CUST0002760,BR0021,Current,Active,2020-04-25,147501.36,INR,5.14
ACC00005089,CUST0000329,BR0039,Current,Active,2025-03-23,265164.04,INR,5.16
ACC00005090,CUST0004876,BR0024,Savings,Active,2020-04-16,173917.04,INR,5.74
ACC00005091,CUST0002386,BR0049,Savings,Closed,2020-01-19,66878.85,INR,3.03
ACC00005092,CUST0003981,BR0044,NRI,Active,2024-03-03,18574.7,INR,4.4
ACC00005093,CUST0002467,BR0020,Savings,Active,2023-07-25,9149.84,INR,7.62
ACC00005094,CUST0005330,BR0047,Savings,Active,2024-07-13,38116.96,USD,7.76
ACC00005095,CUST0001195,BR0009,Savings,Closed,2023-11-03,29755.35,INR,6.19
ACC00005096,CUST0000101,BR0031,RD,Dormant,2021-01-23,56388.66,INR,6.24
ACC00005097,CUST0002462,BR0028,RD,Active,2020-12-24,33619.08,INR,2.63
ACC00005098,CUST0006716,BR0038,Savings,Active,2024-02-01,7720.08,INR,6.34
ACC00005099,CUST0000323,BR0005,Savings,Active,2024-04-11,66123.5,INR,5.2
ACC00005100,CUST0007833,BR0037,FD,Active,2022-05-12,14857.5,EUR,8.12
ACC00005101,CUST0003650,BR0041,Savings,Active,2024-11-08,72063.47,INR,8.19
ACC00005102,CUST0004847,BR0034,Savings,Active,2019-12-29,211783.42,INR,7.56
ACC00005103,CUST0005756,BR0010,Savings,Active,2023-02-01,50267.67,INR,2.68
ACC00005104,CUST0000607,BR0032,Savings,Active,2019-12-30,11601.72,INR,4.44
ACC00005105,CUST0008709,BR0037,FD,Active,2024-03-10,30091.25,INR,7.56
ACC00005106,CUST0009301,BR0017,Savings,Dormant,2021-05-14,60233.33,INR,4.55
ACC00005107,CUST0004336,BR0036,FD,Active,2025-11-22,4277.16,INR,5.85
ACC00005108,CUST0000839,BR0036,Savings,Active,2024-03-31,20492.2,INR,8.5
ACC00005109,CUST0001122,BR0013,Current,Active,2022-07-25,11086.82,INR,4.89
ACC00005110,CUST0003966,BR0020,Savings,Active,2023-08-20,223996.81,INR,7.05
ACC00005111,CUST0003342,BR0038,Current,Active,2020-10-14,5342.86,INR,5.79
ACC00005112,CUST0001337,BR0019,FD,Active,2019-07-15,24228.92,INR,6.81
ACC00005113,CUST0001260,BR0022,FD,Active,2018-08-06,65389.51,INR,6.45
ACC00005114,CUST0007193,BR0016,Savings,Active,2025-01-21,14689.99,INR,7.68
ACC00005115,CUST0000645,BR0006,RD,Active,2022-03-30,4414.71,USD,2.67
ACC00005116,CUST0000597,BR0011,Current,Active,2025-08-26,25292.99,INR,3.4
ACC00005117,CUST0006390,BR0010,Savings,Active,2023-10-03,51641.82,INR,2.94
ACC00005118,CUST0002811,BR0031,FD,Active,2022-04-25,211856.09,INR,5.01
ACC00005119,CUST0004537,BR0018,Current,Active,2022-12-29,27085.57,INR,2.67
ACC00005120,CUST0006770,BR0032,Current,Active,2019-11-29,12587.68,INR,3.28
ACC00005121,CUST0000468,BR0041,FD,Active,2024-04-23,17205.54,INR,3.15
ACC00005122,CUST0009157,BR0042,Savings,Active,2025-01-05,56494.87,INR,3.07
ACC00005123,CUST0009830,BR0047,Current,Active,2023-08-19,67120.88,INR,5.26
ACC00005124,CUST0002787,BR0024,NRI,Active,2019-10-15,73459.13,INR,5.81
ACC00005125,CUST0008419,BR0046,Current,Closed,2025-01-10,10993.91,INR,3.68
ACC00005126,CUST0002809,BR0016,Current,Active,2022-07-11,161329.63,INR,3.27
ACC00005127,CUST0009497,BR0029,Savings,Active,2018-04-04,8011.18,INR,2.94
ACC00005128,CUST0005790,BR0039,Savings,Dormant,2025-05-09,31328.36,INR,7.17
ACC00005129,CUST0008706,BR0025,Current,Active,2023-12-14,7205.66,USD,4.91
ACC00005130,CUST0000212,BR0040,Current,Active,2025-10-21,4181.04,INR,3.27
ACC00005131,CUST0000770,BR0025,FD,Active,2018-06-13,55993.52,INR,8.43
ACC00005132,CUST0007532,BR0040,FD,Active,2018-05-30,109713.95,INR,3.11
ACC00005133,CUST0008623,BR0045,Savings,Dormant,2024-02-25,1309.25,INR,5.5
ACC00005134,CUST0003259,BR0019,Current,Active,2021-06-26,2616.85,INR,5.35
ACC00005135,CUST0000260,BR0010,Savings,Active,2025-01-13,308549.02,USD,5.76
ACC00005136,CUST0001755,BR0001,Savings,Active,2022-04-19,764.77,INR,8.06
ACC00005137,CUST0000046,BR0027,RD,Active,2019-05-21,10382.07,INR,5.59
ACC00005138,CUST0000877,BR0022,Current,Active,2021-08-13,1944165.57,INR,4.6
ACC00005139,CUST0008155,BR0028,NRI,Active,2024-02-07,2651.33,INR,5.8
ACC00005140,CUST0002918,BR0048,Current,Active,2020-10-23,46392.32,USD,7.28
ACC00005141,CUST0001956,BR0035,Current,Dormant,2018-06-01,36463.47,INR,4.73
ACC00005142,CUST0009793,BR0003,Savings,Closed,2022-11-12,23915.03,INR,7.92
ACC00005143,CUST0002275,BR0038,Savings,Active,2021-04-05,8352.89,INR,3.64
ACC00005144,CUST0007736,BR0026,Current,Active,2025-02-15,16446.41,INR,7.91
ACC00005145,CUST0001740,BR0044,Savings,Closed,2024-10-10,40096.29,INR,6.61
ACC00005146,CUST0005667,BR0005,Current,Active,2024-02-07,66514.6,INR,6.82
ACC00005147,CUST0003191,BR0048,Savings,Active,2021-04-07,10437.42,INR,7.53
ACC00005148,CUST0000334,BR0049,Savings,Dormant,2021-09-30,53674.27,INR,6.33
ACC00005149,CUST0001531,BR0010,Savings,Dormant,2025-08-24,17474.26,INR,3.26
ACC00005150,CUST0000556,BR0007,Current,Active,2020-09-28,15376.38,INR,2.52
ACC00005151,CUST0008923,BR0030,NRI,Active,2022-10-09,32792.18,INR,7.71
ACC00005152,CUST0004824,BR0025,NRI,Active,2020-08-16,33043.91,INR,8.44
ACC00005153,CUST0004034,BR0042,FD,Dormant,2020-06-09,262234.57,INR,6.62
ACC00005154,CUST0001164,BR0034,NRI,Dormant,2024-09-09,2663.52,INR,5.56
ACC00005155,CUST0006029,BR0047,Savings,Active,2021-03-31,115816.79,INR,7.18
ACC00005156,CUST0009492,BR0021,Savings,Active,2019-07-31,190442.51,INR,3.51
ACC00005157,CUST0002021,BR0029,Savings,Active,2022-06-28,127816.14,INR,5.44
ACC00005158,CUST0007686,BR0017,Current,Active,2019-07-04,35060.42,INR,8.37
ACC00005159,CUST0006024,BR0036,FD,Active,2025-06-24,2691.75,EUR,6.97
ACC00005160,CUST0007445,BR0040,RD,Active,2024-07-05,3386.47,INR,5.34
ACC00005161,CUST0003687,BR0021,FD,Active,2023-08-14,3168.78,INR,6.22
ACC00005162,CUST0001941,BR0034,Current,Active,2022-12-05,6624.88,INR,3.53
ACC00005163,CUST0004397,BR0016,Savings,Active,2022-07-11,96460.06,INR,6.92
ACC00005164,CUST0003072,BR0046,Savings,Active,2024-01-22,118026.95,INR,6.26
ACC00005165,CUST0007017,BR0044,Current,Active,2025-04-20,69902.97,INR,6.2
ACC00005166,CUST0003500,BR0009,Savings,Dormant,2025-08-14,137991.81,USD,7.41
ACC00005167,CUST0009403,BR0044,Savings,Active,2019-10-09,37240.74,USD,4.68
ACC00005168,CUST0004254,BR0003,Savings,Active,2023-09-17,18177.52,INR,3.71
ACC00005169,CUST0007818,BR0023,Current,Dormant,2023-10-30,16947.82,INR,8.44
ACC00005170,CUST0009547,BR0013,Current,Active,2024-10-24,36193.03,INR,4.01
ACC00005171,CUST0006026,BR0038,FD,Active,2024-06-04,2856.28,INR,4.26
ACC00005172,CUST0007577,BR0034,Savings,Active,2018-07-30,29783.39,INR,5.1
ACC00005173,CUST0006608,BR0030,RD,Dormant,2019-01-29,2742.43,INR,4.43
ACC00005174,CUST0007754,BR0039,Current,Active,2023-01-27,33840.4,INR,5.96
ACC00005175,CUST0007023,BR0026,Savings,Dormant,2020-06-06,6202.14,INR,5.56
ACC00005176,CUST0004110,BR0032,Savings,Active,2022-01-25,33629.27,INR,3.82
ACC00005177,CUST0003268,BR0020,Savings,Active,2019-01-11,141895.38,INR,5.09
ACC00005178,CUST0007073,BR0046,Savings,Active,2025-01-24,8753.23,INR,5.12
ACC00005179,CUST0009428,BR0038,Savings,Active,2024-11-20,57145.14,INR,5.52
ACC00005180,CUST0005255,BR0009,Savings,Active,2022-11-22,21941.55,INR,5.79
ACC00005181,CUST0004204,BR0039,Current,Active,2020-11-06,75693.92,USD,5.99
ACC00005182,CUST0005891,BR0016,Savings,Active,2018-07-15,15502.93,INR,3.15
ACC00005183,CUST0004727,BR0045,Current,Active,2019-07-13,62911.35,INR,3.96
ACC00005184,CUST0006298,BR0038,Savings,Active,2019-09-12,69972.3,INR,4.57
ACC00005185,CUST0004443,BR0004,Savings,Active,2018-11-12,30644.4,INR,5.11
ACC00005186,CUST0001049,BR0012,Savings,Active,2022-10-26,125.84,INR,6.93
ACC00005187,CUST0001960,BR0026,Savings,Active,2025-01-07,50847.73,INR,5.1
ACC00005188,CUST0009771,BR0010,Savings,Dormant,2019-01-30,14780.0,INR,3.89
ACC00005189,CUST0003699,BR0016,Current,Active,2025-11-24,10687.85,USD,6.91
ACC00005190,CUST0008542,BR0001,Current,Active,2022-01-04,2816.98,INR,4.55
ACC00005191,CUST0005676,BR0012,Savings,Active,2020-09-20,1925.13,INR,7.93
ACC00005192,CUST0007892,BR0022,Current,Active,2018-11-18,43447.8,INR,7.77
ACC00005193,CUST0001479,BR0029,Savings,Active,2021-03-31,6892.55,INR,8.01
ACC00005194,CUST0001821,BR0019,FD,Active,2024-07-08,2779.28,USD,3.28
ACC00005195,CUST0009434,BR0030,Savings,Dormant,2024-02-28,14125.18,INR,5.23
ACC00005196,CUST0003931,BR0028,Current,Active,2024-10-02,31223.84,INR,7.66
ACC00005197,CUST0005366,BR0021,Savings,Active,2020-04-15,34048.54,EUR,7.63
ACC00005198,CUST0009068,BR0018,Current,Active,2024-11-05,24804.55,INR,4.9
ACC00005199,CUST0006604,BR0041,RD,Dormant,2021-09-12,8610.91,INR,3.36
ACC00005200,CUST0009734,BR0024,Savings,Active,2019-09-13,448826.85,INR,7.25
ACC00005201,CUST0005787,BR0026,Current,Dormant,2019-11-17,6011.77,INR,5.64
ACC00005202,CUST0003702,BR0036,Current,Dormant,2019-05-15,27272.9,INR,4.49
ACC00005203,CUST0009012,BR0043,Current,Active,2020-07-03,4905.35,INR,7.3
ACC00005204,CUST0003910,BR0016,Savings,Active,2019-04-08,16091.96,INR,4.0
ACC00005205,CUST0008401,BR0032,Savings,Active,2020-04-05,5279.6,INR,3.0
ACC00005206,CUST0001885,BR0002,Savings,Active,2024-08-21,2576.82,INR,3.33
ACC00005207,CUST0004503,BR0009,Savings,Dormant,2025-05-08,17693.75,INR,7.72
ACC00005208,CUST0002129,BR0018,FD,Active,2019-03-12,151142.55,INR,3.94
ACC00005209,CUST0007498,BR0049,FD,Active,2020-05-15,74753.5,INR,4.8
ACC00005210,CUST0008299,BR0049,NRI,Active,2018-12-19,2789.82,INR,5.91
ACC00005211,CUST0004030,BR0046,Current,Active,2018-09-01,4383.03,INR,3.23
ACC00005212,CUST0001426,BR0045,Savings,Active,2019-07-31,191116.23,INR,5.12
ACC00005213,CUST0004606,BR0019,RD,Active,2019-05-18,106966.59,INR,7.85
ACC00005214,CUST0009310,BR0038,Current,Active,2023-07-10,12289.16,INR,6.31
ACC00005215,CUST0002130,BR0012,Current,Active,2022-04-09,251708.45,INR,3.21
ACC00005216,CUST0004057,BR0013,Current,Closed,2020-08-14,19764.97,INR,5.73
ACC00005217,CUST0000241,BR0035,Current,Active,2025-11-20,16780.76,INR,7.19
ACC00005218,CUST0008357,BR0048,NRI,Dormant,2019-04-20,4302.61,INR,5.59
ACC00005219,CUST0001497,BR0010,FD,Dormant,2018-09-19,4637.25,INR,5.6
ACC00005220,CUST0000304,BR0022,Savings,Active,2022-10-31,72009.92,INR,7.51
ACC00005221,CUST0004775,BR0010,Savings,Active,2025-04-02,1604.4,INR,3.11
ACC00005222,CUST0000912,BR0050,Savings,Active,2022-04-24,62327.08,INR,4.4
ACC00005223,CUST0005094,BR0035,Current,Active,2024-02-06,37316.48,INR,8.48
ACC00005224,CUST0006048,BR0045,Savings,Active,2023-09-08,46973.03,INR,7.44
ACC00005225,CUST0002762,BR0016,Current,Dormant,2022-01-06,2913.76,INR,4.04
ACC00005226,CUST0000606,BR0036,Savings,Active,2025-03-16,4495.8,INR,6.8
ACC00005227,CUST0001039,BR0011,Savings,Active,2019-02-17,10381.54,INR,4.17
ACC00005228,CUST0000407,BR0017,Savings,Active,2024-11-19,4157.31,USD,7.4
ACC00005229,CUST0001072,BR0025,Savings,Active,2018-11-02,268098.72,INR,7.2
ACC00005230,CUST0007831,BR0001,Savings,Active,2022-05-18,16499.19,INR,7.15
ACC00005231,CUST0004210,BR0012,Current,Active,2022-07-23,8535.63,INR,2.84
ACC00005232,CUST0006599,BR0003,RD,Active,2020-10-22,104328.35,INR,8.02
ACC00005233,CUST0004622,BR0009,Savings,Active,2019-05-16,116472.67,INR,7.39
ACC00005234,CUST0006089,BR0019,Current,Active,2018-10-07,794.05,INR,4.51
ACC00005235,CUST0004444,BR0019,Savings,Active,2020-08-19,1307.53,INR,5.5
ACC00005236,CUST0001453,BR0050,Current,Active,2020-12-21,11237.62,INR,7.37
ACC00005237,CUST0002454,BR0020,FD,Active,2020-08-27,2836.77,INR,8.48
ACC00005238,CUST0005500,BR0011,Current,Active,2024-12-24,19608.88,INR,8.21
ACC00005239,CUST0005181,BR0024,Savings,Active,2023-05-05,154578.02,INR,6.21
ACC00005240,CUST0006674,BR0022,Savings,Active,2023-07-18,53705.83,INR,5.61
ACC00005241,CUST0002988,BR0001,Savings,Active,2020-01-08,53962.74,INR,3.87
ACC00005242,CUST0002790,BR0044,Savings,Active,2021-12-05,346141.66,INR,4.62
ACC00005243,CUST0000201,BR0043,Savings,Active,2022-03-31,8882.3,INR,2.71
ACC00005244,CUST0007826,BR0010,NRI,Closed,2018-06-25,6677.85,INR,6.25
ACC00005245,CUST0006201,BR0011,RD,Active,2021-04-05,16489.71,INR,4.42
ACC00005246,CUST0008975,BR0008,Savings,Active,2021-03-28,14531.55,INR,4.73
ACC00005247,CUST0002761,BR0017,Savings,Dormant,2019-05-08,31901.62,INR,3.97
ACC00005248,CUST0005226,BR0006,NRI,Active,2021-09-30,4306.09,INR,2.88
ACC00005249,CUST0004922,BR0007,Savings,Active,2018-11-01,49872.32,INR,7.06
ACC00005250,CUST0003714,BR0031,Current,Active,2021-04-29,4395.59,INR,5.32
ACC00005251,CUST0005653,BR0037,Savings,Active,2024-09-21,65791.0,INR,8.01
ACC00005252,CUST0009131,BR0004,Savings,Active,2026-02-26,19914.68,INR,3.53
ACC00005253,CUST0003117,BR0007,Savings,Active,2022-12-25,140259.01,INR,8.24
ACC00005254,CUST0003618,BR0016,Current,Active,2025-01-06,46282.63,INR,6.54
ACC00005255,CUST0005191,BR0025,Current,Active,2020-05-11,6275.88,USD,6.04
ACC00005256,CUST0008956,BR0036,Savings,Active,2026-02-04,75458.55,INR,8.38
ACC00005257,CUST0002895,BR0035,Current,Dormant,2023-07-13,3496.46,INR,3.24
ACC00005258,CUST0009447,BR0014,Savings,Active,2021-05-22,6900.15,INR,5.86
ACC00005259,CUST0004620,BR0036,Current,Active,2024-05-21,18761.98,INR,7.74
ACC00005260,CUST0007291,BR0009,Current,Active,2022-10-02,578980.88,INR,7.36
ACC00005261,CUST0009991,BR0011,Savings,Active,2023-03-05,16364.66,USD,5.82
ACC00005262,CUST0005189,BR0001,Savings,Active,2025-09-01,41637.26,INR,3.83
ACC00005263,CUST0004967,BR0009,Savings,Active,2019-11-10,11698.89,INR,4.15
ACC00005264,CUST0009462,BR0025,Savings,Active,2020-07-21,33170.42,USD,4.78
ACC00005265,CUST0007541,BR0040,FD,Active,2018-05-19,23428.29,INR,3.18
ACC00005266,CUST0004194,BR0015,FD,Active,2024-01-24,1030.12,INR,7.95
ACC00005267,CUST0005442,BR0024,Savings,Active,2025-12-10,69697.0,INR,4.75
ACC00005268,CUST0008905,BR0008,FD,Active,2025-12-03,7362.31,INR,6.9
ACC00005269,CUST0008866,BR0029,Current,Dormant,2023-09-14,54977.78,INR,5.31
ACC00005270,CUST0004605,BR0007,FD,Active,2023-09-24,41072.68,INR,3.43
ACC00005271,CUST0009134,BR0046,Current,Active,2018-12-15,1408.44,INR,7.07
ACC00005272,CUST0000943,BR0018,RD,Active,2019-09-12,402781.99,INR,4.4
ACC00005273,CUST0004472,BR0003,Savings,Active,2022-07-16,39229.34,INR,5.94
ACC00005274,CUST0003744,BR0047,NRI,Active,2020-01-29,9564.2,INR,7.87
ACC00005275,CUST0006284,BR0024,FD,Dormant,2022-11-01,11617.99,INR,7.77
ACC00005276,CUST0003837,BR0020,Current,Active,2025-10-11,24690.16,INR,2.87
ACC00005277,CUST0002429,BR0031,Savings,Active,2018-11-23,11724.88,INR,7.4
ACC00005278,CUST0009382,BR0026,Current,Dormant,2020-08-12,9682.9,INR,3.67
ACC00005279,CUST0003625,BR0038,Current,Dormant,2024-12-23,45334.43,INR,5.98
ACC00005280,CUST0009445,BR0047,Savings,Active,2022-11-30,56330.23,INR,3.83
ACC00005281,CUST0007392,BR0046,Current,Active,2023-11-22,6297.96,INR,4.55
ACC00005282,CUST0007928,BR0043,FD,Active,2021-04-30,1534.73,INR,6.63
ACC00005283,CUST0001910,BR0008,NRI,Active,2021-06-28,22373.92,USD,2.61
ACC00005284,CUST0002675,BR0032,Current,Active,2022-05-04,127311.19,INR,8.18
ACC00005285,CUST0003325,BR0008,Savings,Active,2020-09-18,38392.45,INR,7.95
ACC00005286,CUST0005834,BR0005,Current,Active,2023-05-24,116484.6,INR,4.57
ACC00005287,CUST0002603,BR0016,Savings,Closed,2019-10-22,824.56,INR,7.42
ACC00005288,CUST0005798,BR0027,Savings,Active,2018-06-11,8014.87,INR,4.05
ACC00005289,CUST0000155,BR0039,Savings,Active,2022-09-09,5112.3,INR,2.73
ACC00005290,CUST0002675,BR0001,Savings,Active,2023-01-06,4330.6,INR,7.8
ACC00005291,CUST0004504,BR0005,Current,Active,2025-07-18,3407.45,INR,4.85
ACC00005292,CUST0001528,BR0003,Savings,Active,2023-11-06,4987.96,INR,5.8
ACC00005293,CUST0000626,BR0045,Current,Active,2019-09-10,30926.66,INR,7.94
ACC00005294,CUST0000686,BR0017,Savings,Active,2018-09-03,47027.68,INR,7.91
ACC00005295,CUST0009658,BR0033,Savings,Active,2023-11-20,2743.46,INR,7.84
ACC00005296,CUST0005210,BR0019,Savings,Dormant,2020-07-13,419384.23,INR,4.64
ACC00005297,CUST0000870,BR0004,Savings,Active,2026-02-21,89639.26,INR,7.62
ACC00005298,CUST0003078,BR0013,Savings,Closed,2023-05-07,212342.1,INR,6.38
ACC00005299,CUST0000905,BR0050,Savings,Closed,2020-03-04,9669.82,INR,7.17
ACC00005300,CUST0002023,BR0043,Savings,Active,2022-07-29,5805.79,INR,7.07
ACC00005301,CUST0001243,BR0026,Savings,Active,2020-10-18,19468.12,INR,6.91
ACC00005302,CUST0002712,BR0041,FD,Dormant,2022-10-12,16434.37,INR,5.36
ACC00005303,CUST0001295,BR0031,Current,Active,2024-10-14,26079.04,INR,7.7
ACC00005304,CUST0005938,BR0035,Current,Active,2023-06-26,33481.03,INR,6.49
ACC00005305,CUST0009056,BR0016,Savings,Active,2022-05-14,118056.72,INR,5.9
ACC00005306,CUST0001557,BR0024,Savings,Active,2023-10-07,42747.41,INR,2.82
ACC00005307,CUST0002303,BR0030,Current,Active,2018-08-17,21593.92,INR,3.75
ACC00005308,CUST0000737,BR0017,Current,Active,2022-02-25,103803.99,INR,4.48
ACC00005309,CUST0000779,BR0013,Savings,Active,2018-05-23,71243.69,INR,6.98
ACC00005310,CUST0005526,BR0038,Savings,Closed,2020-09-24,50665.63,INR,8.41
ACC00005311,CUST0005834,BR0007,Savings,Dormant,2023-03-05,6199.74,INR,6.71
ACC00005312,CUST0007526,BR0009,Savings,Dormant,2021-04-13,9405.37,INR,5.04
ACC00005313,CUST0009607,BR0021,Savings,Active,2018-07-04,3708.38,EUR,4.63
ACC00005314,CUST0004785,BR0030,Savings,Active,2022-02-03,1773.25,INR,5.36
ACC00005315,CUST0008036,BR0037,Savings,Active,2018-08-28,21139.14,INR,4.82
ACC00005316,CUST0004737,BR0037,Current,Active,2023-06-02,22658.59,INR,2.59
ACC00005317,CUST0008001,BR0022,Savings,Active,2018-12-15,5510.29,INR,2.52
ACC00005318,CUST0006591,BR0047,Current,Dormant,2019-05-09,4735.39,INR,7.58
ACC00005319,CUST0006795,BR0031,Current,Active,2018-07-13,14680.8,INR,4.35
ACC00005320,CUST0004733,BR0004,Savings,Dormant,2021-11-07,32540.79,INR,4.32
ACC00005321,CUST0000522,BR0010,Current,Dormant,2020-01-31,17539.35,INR,5.8
ACC00005322,CUST0005698,BR0030,Savings,Active,2022-05-05,48006.68,EUR,5.05
ACC00005323,CUST0002848,BR0030,Savings,Active,2024-04-18,7695.3,INR,2.7
ACC00005324,CUST0004112,BR0041,Current,Active,2023-02-03,26484.38,INR,4.99
ACC00005325,CUST0006395,BR0007,Current,Active,2018-04-03,144365.64,INR,4.96
ACC00005326,CUST0008423,BR0015,NRI,Active,2019-12-16,305760.57,INR,6.65
ACC00005327,CUST0007421,BR0019,Current,Active,2022-11-25,9596.71,INR,2.77
