customer_id,first_name,last_name,gender,dob,email,phone,city,segment,kyc_status,created_at
CUST0002124,Bina,Raju,Other,1968-10-16,max39@example.com,08537805393,Delhi,Corporate,Verified,2021-05-21
CUST0002125,Chasmum,Kale,M,1950-05-12,yashvi46@example.net,1356302092,Mumbai,Retail,Verified,2023-04-18
CUST0002126,Reyansh,Ahuja,F,1950-10-23,vchopra@example.com,2952108838,Hyderabad,HNI,Verified,2022-03-14
CUST0002127,Darika,Bava,Other,1976-01-24,triptikuruvilla@example.com,8408794994,Lucknow,Corporate,Verified,2022-04-19
CUST0002128,Osha,Rajagopalan,F,1956-04-06,shenoysanaya@example.org,03882792382,Delhi,Premium,Verified,2024-11-29
CUST0002129,Yatan,Parsa,F,1997-12-05,chandrandhriti@example.org,03474126381,Bangalore,Premium,Verified,2023-05-28
CUST0002130,Bhavini,Madan,F,1953-11-12,ideshpande@example.net,3605713888,Ahmedabad,Premium,Verified,2022-10-19
CUST0002131,Kai,Char,Other,1963-02-09,pallpooja@example.org,+919842496994,Lucknow,Retail,Verified,2022-03-06
CUST0002132,Damyanti,Mammen,F,1969-12-16,aradhanagala@example.net,+915092271368,Hyderabad,Premium,Pending,2021-11-21
CUST0002133,Watika,Bal,F,1991-10-11,ybahl@example.net,+912527342855,Chennai,Retail,Verified,2021-05-16
CUST0002134,Manbir,Salvi,F,1997-07-12,jsaha@example.net,08345896049,Hyderabad,Retail,Verified,2022-10-22
CUST0002135,Libni,Nagi,F,1978-09-10,varenya67@example.com,+911006239385,Lucknow,HNI,Verified,2025-11-21
CUST0002136,Mason,Brahmbhatt,F,1977-05-10,deepabera@example.org,4785097640,Pune,Premium,Pending,2021-09-13
CUST0002137,Robert,Prabhakar,M,1991-10-30,oshasami@example.net,07941142062,Kolkata,Retail,Verified,2021-10-08
CUST0002138,Tarak,Dhingra,M,1983-11-01,parthkunda@example.net,+919485633112,Jaipur,Retail,Verified,2025-10-01
CUST0002139,Samar,Cheema,M,1966-08-27,cdutta@example.org,09017308823,Mumbai,Corporate,Pending,2021-07-18
CUST0002140,Raghav,Gole,M,1987-04-03,bkari@example.org,08044363538,Chennai,HNI,Verified,2025-05-17
CUST0002141,Aryan,Dugar,M,1989-08-04,jacobthaker@example.com,02281062286,Jaipur,Retail,Verified,2025-03-09
CUST0002142,Anya,Subramaniam,M,1960-05-22,kumarshaurya@example.com,09931517825,Hyderabad,Corporate,Verified,2025-08-07
CUST0002143,Upadhriti,Dara,F,1953-03-21,bsarma@example.net,9085743570,Ahmedabad,Retail,Verified,2025-12-21
CUST0002144,Krish,Gera,M,2006-04-29,,01703037020,Mumbai,Premium,Verified,2022-06-18
CUST0002145,Kashvi,Munshi,F,1981-04-10,shereanita@example.com,+911094472882,Chennai,Premium,Verified,2024-03-20
CUST0002146,Praneel,Goel,M,1986-02-21,khoslaveer@example.com,0303801802,Jaipur,HNI,Verified,2024-09-12
CUST0002147,Yashasvi,Dhingra,M,1988-02-05,balasubramanianbina@example.com,+914518884787,Mumbai,HNI,Pending,2023-08-31
CUST0002148,Rachana,Bajaj,F,1985-02-27,schaudhuri@example.net,09211340468,Mumbai,Retail,Verified,2022-05-30
CUST0002149,Dalbir,Banik,F,2002-08-14,falaksaini@example.com,+912005326417,Chennai,Premium,Verified,2022-06-04
CUST0002150,Rohan,Zachariah,M,1963-05-12,odikakeer@example.org,02793707596,Bangalore,Retail,Verified,2024-08-31
CUST0002151,Samesh,Arora,F,1958-12-05,panini70@example.net,9013450931,Kolkata,Retail,Verified,2021-06-28
CUST0002152,Ekani,Bakshi,F,2002-04-17,rkara@example.net,3436576012,Bangalore,Retail,Verified,2021-10-06
CUST0002153,Garima,Bhalla,M,1995-10-01,dhritivenkataraman@example.org,00099483558,Mumbai,Retail,Verified,2023-01-26
CUST0002154,Victor,Dani,M,1989-06-12,janyakumar@example.com,+915847517597,Lucknow,Retail,Verified,2023-06-09
CUST0002155,Akshay,Wason,Other,2001-07-06,khannarajeshri@example.com,4825118365,Delhi,Retail,Verified,2024-09-07
CUST0002156,Vrinda,Rege,F,2003-08-21,anjali63@example.org,01366922482,Lucknow,Premium,Verified,2021-10-09
CUST0002157,Dayita,Zacharia,F,1953-01-24,wbadami@example.net,+917841178247,Chennai,Premium,Verified,2023-06-03
CUST0002158,Netra,Rau,F,1970-07-06,patrickdhingra@example.net,2555434639,Mumbai,Retail,Verified,2024-11-03
CUST0002159,Udant,Das,M,1960-07-15,murtydavid@example.org,6746157752,Mumbai,Corporate,Verified,2024-08-20
CUST0002160,Unni,Chokshi,M,1985-05-26,sanyaravel@example.net,+918810400848,Ahmedabad,Retail,Verified,2025-02-01
CUST0002161,Ojas,Kannan,M,1984-06-14,godaindali@example.net,05484573966,Kolkata,Retail,Verified,2022-05-21
CUST0002162,Chatresh,Varghese,F,1985-11-07,zanand@example.com,05852571395,Ahmedabad,Retail,Verified,2023-10-21
CUST0002163,Unnati,Nayak,F,2001-06-28,idikasastry@example.net,+911911408031,Chennai,Retail,Verified,2022-03-02
CUST0002164,Vaishnavi,Oak,F,1990-10-08,madhavgandhi@example.com,7518610290,Pune,Retail,Verified,2024-04-06
CUST0002165,Nicholas,Bandi,M,1998-10-15,charvipuri@example.com,+917384888006,Bangalore,HNI,Pending,2025-10-16
CUST0002166,Garima,Pandya,M,1955-07-27,ujohal@example.org,05445242025,Ahmedabad,Retail,Verified,2026-02-27
CUST0002167,Isha,Bava,M,1961-09-19,bhavsardaniel@example.net,05423145231,Chennai,Retail,Verified,2024-07-27
CUST0002168,Chatresh,Raju,F,1951-12-22,,07361725268,Bangalore,Retail,Verified,2023-07-25
CUST0002169,Riya,Dhawan,F,1980-12-16,daksh89@example.net,0545208542,Chennai,HNI,Verified,2023-10-27
CUST0002170,Rushil,Gola,M,1988-09-30,william80@example.net,+918606422508,Pune,Retail,Verified,2024-02-17
CUST0002171,Finn,Chakrabarti,F,1957-10-10,keervansha@example.net,04140040766,Kolkata,HNI,Verified,2023-11-24
CUST0002172,Abhiram,Chhabra,M,1990-07-10,mgokhale@example.net,3656142975,Kolkata,Retail,Verified,2022-03-09
CUST0002173,Amaira,Misra,Other,1990-05-28,balvan78@example.com,+917479778426,Chennai,Retail,Verified,2024-01-13
CUST0002174,Elijah,Toor,M,1987-07-04,upma18@example.com,+917399333676,Ahmedabad,Retail,Verified,2024-06-25
CUST0002175,Krishna,Mandal,F,1975-05-11,horautkarsh@example.net,+919285525861,Kolkata,Premium,Verified,2024-01-08
CUST0002176,Eesha,Pall,M,1950-10-29,pchoudhry@example.net,02749080019,Delhi,Premium,Verified,2023-03-11
CUST0002177,Rachita,Savant,F,2006-11-14,manangera@example.com,08355219078,Ahmedabad,Retail,Verified,2024-11-24
CUST0002178,Gayathri,Jha,M,1979-09-05,ramaswamymax@example.net,+919444689871,Jaipur,Retail,Verified,2024-03-28
CUST0002179,Meera,Dara,M,1978-12-06,kbera@example.net,05938833823,Hyderabad,Retail,Verified,2023-10-23
CUST0002180,Lakshit,Sami,M,1968-09-11,rachita01@example.net,04715068483,Chennai,Retail,Pending,2022-02-23
CUST0002181,Yagnesh,Mody,M,1974-06-06,chowdhuryanita@example.org,+915652661966,Chennai,Retail,Pending,2022-10-22
CUST0002182,Zilmil,Swamy,M,2007-01-23,dmody@example.net,+913005963516,Chennai,HNI,Verified,2024-07-13
CUST0002183,Warda,Om,F,1980-02-26,,8586728425,Pune,Premium,Verified,2022-08-08
CUST0002184,Zayyan,Kothari,M,1975-02-08,girindrahegde@example.com,+916767569494,Chennai,Retail,Verified,2024-09-15
CUST0002185,Jeremiah,Verma,F,1982-07-15,bhavinitata@example.net,+918578545205,Kolkata,Corporate,Verified,2023-03-29
CUST0002186,Gunbir,Dua,F,1998-05-06,mchoudhury@example.net,4600087655,Kolkata,HNI,Verified,2024-02-04
CUST0002187,Nicholas,Dhingra,F,1958-06-30,cmammen@example.com,09655186477,Hyderabad,Retail,Verified,2025-02-10
CUST0002188,Advaith,Khurana,M,1980-03-31,sai76@example.org,3298444495,Hyderabad,Retail,Verified,2021-09-12
CUST0002189,Bhavini,Keer,M,1985-10-07,suhani67@example.com,2762005994,Lucknow,HNI,Verified,2024-04-15
CUST0002190,Samar,Mall,F,1973-06-05,ekanshdugar@example.org,+914954371001,Ahmedabad,Premium,Verified,2025-07-10
CUST0002191,Edhitha,Kaul,Other,1984-08-23,maanas43@example.org,07551249610,Kolkata,Retail,Verified,2024-05-20
CUST0002192,Jeet,Pau,M,1989-09-15,dvohra@example.net,+911358699979,Kolkata,Premium,Verified,2023-10-16
CUST0002193,Lakshit,Gulati,M,1972-03-30,raghav64@example.org,+918245601115,Pune,Retail,Verified,2022-05-30
CUST0002194,Karan,Boase,M,1953-11-25,rbabu@example.org,5776683950,Kolkata,HNI,Verified,2023-12-03
CUST0002195,Pratyush,Bakshi,Other,2007-09-16,lsarma@example.org,1285290655,Kolkata,Retail,Verified,2021-10-01
CUST0002196,Hredhaan,Setty,M,1982-06-06,oakmadhavi@example.com,+914435564209,Lucknow,Premium,Verified,2023-09-10
CUST0002197,Eiravati,Gade,M,1986-09-18,aadhya40@example.net,00693131778,Delhi,Retail,Verified,2023-03-19
CUST0002198,Anthony,Tara,F,1953-10-07,anandsanaya@example.org,07048868155,Lucknow,Retail,Verified,2023-09-18
CUST0002199,Simon,Mitra,M,1986-11-03,contractorsneha@example.net,+914266978811,Delhi,Retail,Verified,2023-08-27
CUST0002200,Triya,Wable,M,1959-09-21,devilohit@example.org,08011606442,Lucknow,Retail,Verified,2023-03-01
CUST0002201,Bimala,Viswanathan,F,2007-01-25,udarsh32@example.net,+910361424348,Kolkata,Premium,Verified,2024-03-24
CUST0002202,Sarthak,Doctor,F,1972-01-16,zansisethi@example.com,+918660980723,Lucknow,Retail,Verified,2025-01-24
CUST0002203,Vedant,Divan,M,1987-12-05,xavier99@example.com,00224130552,Kolkata,Retail,Verified,2023-09-25
CUST0002204,Isaac,Kashyap,M,1970-03-24,wbalasubramanian@example.org,+912344266532,Kolkata,Retail,Verified,2021-06-09
CUST0002205,Zaitra,Naik,M,1986-11-12,bhasinharish@example.net,+918511427557,Hyderabad,Premium,Verified,2022-05-17
CUST0002206,Faraj,Krish,M,1989-04-07,malhotralohit@example.net,+917655487128,Mumbai,Retail,Verified,2024-07-07
CUST0002207,Mekhala,Venkataraman,F,1994-05-22,aryagill@example.org,+915421822077,Delhi,Retail,Verified,2022-11-12
CUST0002208,Nimrat,Dayal,M,1969-08-20,nathaniel74@example.com,5152504768,Jaipur,HNI,Verified,2021-04-17
CUST0002209,Christopher,Arora,M,1990-11-12,singhalbina@example.org,02762800863,Ahmedabad,Retail,Verified,2025-07-23
CUST0002210,Harsh,Bala,M,1979-11-03,nsolanki@example.net,4563023657,Ahmedabad,HNI,Verified,2025-06-29
CUST0002211,Nisha,Prabhu,F,1996-09-06,bcheema@example.net,+916088075622,Lucknow,Retail,Verified,2023-07-03
CUST0002212,Hemang,Bhandari,F,1951-04-16,bsaini@example.net,+913980879000,Mumbai,Premium,Verified,2023-06-19
CUST0002213,Arjun,D’Alia,F,2006-08-09,omajachauhan@example.net,4838344489,Pune,Retail,Verified,2023-05-06
CUST0002214,Hardik,Srinivas,M,1960-05-17,wallachavvi@example.org,03467405320,Jaipur,Premium,Verified,2023-12-19
CUST0002215,Lohit,Maharaj,F,1986-08-09,hemani27@example.com,1426383046,Ahmedabad,Retail,Failed,2022-02-23
CUST0002216,Harish,Madan,F,1991-05-19,anirudh06@example.org,+914063336428,Bangalore,Retail,Pending,2022-12-28
CUST0002217,Saksham,Nigam,M,1956-02-08,kdeshmukh@example.net,3038113508,Chennai,Retail,Verified,2023-08-12
CUST0002218,Maanav,Saha,M,1969-09-15,skaran@example.org,02019060381,Bangalore,Premium,Verified,2021-07-05
CUST0002219,Dakshesh,Kant,M,1964-12-04,upasna86@example.com,06666250490,Pune,HNI,Verified,2022-04-17
CUST0002220,Mitesh,Rattan,M,1989-08-03,chaudhryhema@example.com,07927324008,Jaipur,Retail,Verified,2021-12-10
CUST0002221,Yashawini,Korpal,M,1986-02-19,gopalladli@example.com,00466796821,Ahmedabad,Retail,Verified,2024-02-18
CUST0002222,Keya,Rout,M,1992-08-24,ibhalla@example.org,+910482771684,Lucknow,Premium,Verified,2022-03-31
CUST0002223,Tejas,Parmar,M,1972-06-30,gautami10@example.org,03379655646,Chennai,HNI,Verified,2024-05-20
CUST0002224,Balvan,Mohanty,F,1980-05-15,nigamyashasvi@example.net,0428016479,Delhi,Premium,Verified,2023-04-29
CUST0002225,Raksha,Tak,M,1953-08-02,gauravsagar@example.org,+913356466003,Ahmedabad,HNI,Verified,2022-07-15
CUST0002226,Bhavika,Patla,F,1955-06-22,chakradhar55@example.org,3439622655,Ahmedabad,Retail,Verified,2024-11-24
CUST0002227,Onkar,Chopra,F,1998-05-19,harsh23@example.org,+918985572113,Pune,Retail,Verified,2021-04-01
CUST0002228,Tanish,Prashad,F,1971-10-04,xtara@example.net,+913195458967,Ahmedabad,Retail,Verified,2025-11-13
CUST0002229,Ekanta,Issac,F,1957-12-09,neelima58@example.net,+915834521888,Jaipur,Premium,Verified,2024-08-10
CUST0002230,Ekansh,Thaman,M,1967-12-16,qgole@example.org,1673020742,Mumbai,Retail,Failed,2025-07-18
CUST0002231,Fariq,Mittal,F,2004-09-22,guneet53@example.com,3651534064,Jaipur,Retail,Failed,2023-03-17
CUST0002232,Darsh,Sathe,M,1956-02-15,dayita32@example.com,9737298552,Delhi,Retail,Verified,2021-10-18
CUST0002233,Lipika,De,M,1976-04-12,amruta67@example.com,8225930509,Mumbai,Retail,Verified,2024-10-01
CUST0002234,Gavin,Kala,F,2005-01-14,lmohanty@example.com,03107015312,Ahmedabad,Retail,Verified,2022-10-07
CUST0002235,Zashil,Tata,M,1990-05-17,kaleelijah@example.com,06414127221,Ahmedabad,Retail,Verified,2021-08-15
CUST0002236,Noah,Sharma,M,1953-07-10,qushimangat@example.org,+915487206976,Chennai,HNI,Verified,2021-10-18
CUST0002237,Ekalinga,Ramesh,F,2004-05-27,aadhya42@example.org,03746651651,Ahmedabad,Retail,Verified,2023-01-01
CUST0002238,Zashil,Samra,F,1964-01-17,gunbirarya@example.com,+918869201101,Kolkata,Retail,Verified,2026-02-03
CUST0002239,Anvi,Lad,F,1982-09-17,prasadmax@example.org,02863697989,Delhi,Premium,Verified,2024-09-12
CUST0002240,Imaran,Shah,M,1953-04-18,zehaan74@example.net,07264856708,Hyderabad,HNI,Verified,2021-06-02
CUST0002241,Samarth,Korpal,F,1961-05-08,daksha59@example.org,9552662279,Lucknow,Premium,Verified,2021-03-12
CUST0002242,Mohini,Mittal,M,1963-02-08,qcontractor@example.org,4710514400,Chennai,Retail,Failed,2023-12-06
CUST0002243,Wishi,Pradhan,F,1987-02-19,ramaekani@example.net,0354592688,Bangalore,HNI,Verified,2023-04-14
CUST0002244,Mohini,Kulkarni,Other,1962-04-12,chopraishanvi@example.net,+916670945331,Mumbai,Retail,Pending,2022-03-26
CUST0002245,Zilmil,Shroff,F,2007-12-07,ishwargopal@example.net,+912686866390,Hyderabad,Retail,Verified,2021-07-10
CUST0002246,Kashvi,Warrior,F,1976-11-10,orinder39@example.org,01599153107,Lucknow,Premium,Pending,2025-02-08
CUST0002247,Nitesh,Zacharia,M,2006-08-01,waglechanakya@example.org,07858818011,Ahmedabad,Premium,Verified,2023-06-07
CUST0002248,Yashasvi,Pant,F,1957-11-11,sakshampradhan@example.net,08182801727,Jaipur,Retail,Verified,2024-03-04
CUST0002249,Harrison,Bassi,F,1977-09-14,nagyharsh@example.org,6414349835,Kolkata,HNI,Verified,2022-07-15
CUST0002250,Onveer,Hayer,M,1968-11-17,udant27@example.org,8199446777,Mumbai,Premium,Verified,2023-08-09
CUST0002251,Yasti,Misra,F,1978-08-07,damyantigarg@example.net,1928434881,Mumbai,HNI,Failed,2022-07-08
CUST0002252,Wriddhish,Goyal,M,1981-01-12,harshdeo@example.net,+911114581439,Mumbai,Retail,Verified,2025-07-25
CUST0002253,Naksh,Kar,F,1995-01-07,mdave@example.com,09342321824,Delhi,Retail,Verified,2025-10-13
CUST0002254,Harini,Suri,F,1972-12-13,guneetvenkatesh@example.com,06406005001,Mumbai,Retail,Verified,2023-01-10
CUST0002255,Ekavir,Dey,F,1950-07-08,jackson38@example.net,+913245089990,Chennai,Retail,Pending,2023-01-04
CUST0002256,Oscar,Som,M,1977-10-08,,+913496600516,Lucknow,Retail,Verified,2024-12-17
CUST0002257,Triveni,Lall,F,1963-01-22,peter68@example.org,+913699626636,Jaipur,Premium,Verified,2021-06-16
CUST0002258,Baljiwan,Sastry,F,1995-11-15,bsahota@example.org,05482674315,Chennai,Premium,Verified,2025-05-27
CUST0002259,Gayathri,Thaman,F,1969-01-14,anamikasibal@example.org,09648961611,Chennai,Retail,Verified,2023-11-21
CUST0002260,Tejas,Singh,M,1971-04-28,nattsimon@example.org,+912161980106,Kolkata,Retail,Verified,2022-09-19
CUST0002261,Upadhriti,Kannan,M,2001-06-05,oviyacheema@example.com,4331730425,Jaipur,Retail,Verified,2021-07-25
CUST0002262,Reyansh,Kale,F,2000-07-27,dayitabhalla@example.net,05517785489,Kolkata,HNI,Verified,2023-12-18
CUST0002263,Jai,Som,M,1963-11-27,qchawla@example.com,3187973258,Mumbai,Retail,Verified,2021-09-12
CUST0002264,Pahal,Bhatt,F,1972-01-24,isaiahnayar@example.org,02567647558,Mumbai,Premium,Verified,2026-01-28
CUST0002265,Xalak,Rai,F,1959-07-29,cmadan@example.org,+911598981477,Chennai,Premium,Verified,2024-11-12
CUST0002266,Nandini,Tiwari,F,2005-06-29,michael62@example.com,9591824165,Chennai,Retail,Verified,2024-08-16
CUST0002267,Chavvi,Chaudhari,F,1963-10-30,victor16@example.org,06859779502,Mumbai,Retail,Verified,2025-11-22
CUST0002268,Meghana,Bains,F,1967-06-23,iminhas@example.net,03324110677,Pune,Retail,Verified,2026-01-31
CUST0002269,Advaith,Murty,M,1962-06-17,jai63@example.com,05133047240,Lucknow,Premium,Verified,2024-04-20
CUST0002270,Owen,Krishnan,M,1970-04-02,xpradhan@example.net,3161592962,Delhi,Premium,Verified,2023-08-22
CUST0002271,Pavani,Tella,M,1996-07-25,yoshita12@example.net,8152097548,Hyderabad,Premium,Verified,2022-09-15
CUST0002272,Ekbal,Chahal,M,1986-07-15,,06869885893,Ahmedabad,Premium,Verified,2021-07-12
CUST0002273,Neelima,Palan,F,1951-09-26,ryan68@example.net,+918211861845,Bangalore,Retail,Verified,2025-09-17
CUST0002274,Ekbal,Sachdev,F,1967-02-25,urmi98@example.org,6023724598,Jaipur,Retail,Verified,2025-12-31
CUST0002275,George,Walla,F,1967-04-30,tandra@example.net,02220194216,Kolkata,HNI,Verified,2023-11-25
CUST0002276,Lakshit,Yohannan,F,1962-04-06,kavya90@example.org,2179704057,Jaipur,Premium,Verified,2025-03-18
CUST0002277,Kai,Sastry,Other,1955-09-24,brahmbhattindali@example.org,5657130874,Mumbai,Premium,Verified,2021-05-05
CUST0002278,Isaiah,Sidhu,F,1970-03-21,mukhopadhyayaayush@example.net,3670092660,Hyderabad,Premium,Verified,2023-11-24
CUST0002279,Champak,Parmer,F,1987-04-16,wakeeta39@example.net,+913348270648,Bangalore,Retail,Verified,2021-08-12
CUST0002280,Zehaan,Sastry,F,1996-03-13,msaini@example.org,+914656922222,Chennai,Retail,Verified,2022-03-14
CUST0002281,Chakradhar,Chahal,M,1974-06-14,lmitter@example.com,+917085124307,Chennai,Premium,Pending,2022-05-15
CUST0002282,Aditya,Ramachandran,M,1956-10-29,tvenkataraman@example.com,9874326468,Kolkata,HNI,Verified,2021-11-03
CUST0002283,Wyatt,Mohanty,M,1984-08-11,samar98@example.com,3783084273,Lucknow,Retail,Verified,2022-04-11
CUST0002284,Kai,Dugar,F,2005-12-06,jaikunda@example.net,+917927530798,Ahmedabad,Retail,Verified,2022-11-16
CUST0002285,Geetika,Vala,F,2005-02-28,janujasabharwal@example.com,+916528292464,Lucknow,Retail,Verified,2022-06-13
CUST0002286,Yahvi,Behl,M,1969-03-11,gauravraju@example.com,+911839014899,Hyderabad,Retail,Verified,2026-01-12
CUST0002287,Pooja,Nadkarni,M,1968-09-11,arya06@example.net,06342770982,Lucknow,Retail,Verified,2021-11-25
CUST0002288,Fitan,Pandey,F,1980-11-12,samar81@example.com,+918164569298,Kolkata,Corporate,Verified,2022-11-18
CUST0002289,Indali,Chatterjee,M,1992-12-23,oscar00@example.net,00769239672,Bangalore,Premium,Verified,2024-10-13
CUST0002290,Yashasvi,Sehgal,M,1981-05-27,warhi05@example.com,4890236811,Bangalore,HNI,Verified,2025-04-24
CUST0002291,Aditya,Rama,F,1985-02-06,vorabhavani@example.org,0085854617,Bangalore,Premium,Failed,2022-05-12
CUST0002292,Thomas,Atwal,M,1951-06-09,ikshita13@example.net,3196540472,Chennai,Retail,Verified,2021-05-30
CUST0002293,Zansi,Peri,M,1974-11-06,sameshsolanki@example.net,06844488958,Pune,Corporate,Verified,2024-01-30
CUST0002294,Omkaar,Keer,F,1957-09-29,warjasbhatnagar@example.net,+919717312863,Hyderabad,Retail,Verified,2023-10-08
CUST0002295,Timothy,Ahuja,F,2008-02-25,tchoudhry@example.org,09072011286,Ahmedabad,HNI,Verified,2025-05-20
CUST0002296,Damyanti,Chanda,F,1992-07-28,sanya84@example.com,04520817334,Hyderabad,Premium,Verified,2023-08-20
CUST0002297,Netra,Shetty,M,1983-09-11,dpillay@example.org,9359380175,Hyderabad,Retail,Pending,2023-03-16
CUST0002298,Ekanta,Thakkar,M,1960-01-31,revaramaswamy@example.org,2662340400,Lucknow,Retail,Verified,2024-01-28
CUST0002299,Eiravati,Kaul,M,1969-09-10,pailajita@example.net,8904027125,Delhi,Retail,Verified,2025-08-09
CUST0002300,Isaac,Tata,F,2001-06-11,tmall@example.net,+913297064550,Hyderabad,Retail,Verified,2023-12-18
CUST0002301,Pavani,Bhat,F,2000-10-19,rachitthakkar@example.net,08210488359,Kolkata,Retail,Verified,2023-01-11
CUST0002302,Qushi,Kalla,M,1962-05-12,,9254402409,Delhi,HNI,Verified,2024-02-19
CUST0002303,Parth,Magar,F,1951-12-10,guptaamol@example.com,06203082915,Pune,Premium,Verified,2024-07-03
CUST0002304,Finn,Chauhan,M,1951-03-04,zachariajeremiah@example.com,7152839701,Kolkata,Retail,Failed,2025-09-06
CUST0002305,Peter,Memon,M,1992-12-19,ronith94@example.org,5960634095,Hyderabad,Retail,Verified,2025-08-20
CUST0002306,Aahana,Ahluwalia,M,1954-01-03,koshyguneet@example.net,06794949857,Jaipur,Premium,Failed,2022-09-11
CUST0002307,Praneel,Narain,M,2002-07-21,ksaran@example.net,6954717748,Chennai,Retail,Verified,2022-09-23
CUST0002308,Hitesh,Magar,F,1995-08-25,lvyas@example.net,6028343610,Lucknow,Retail,Verified,2025-04-17
CUST0002309,Yochana,Kale,F,1988-11-21,indirarajagopalan@example.net,06047255887,Mumbai,Premium,Verified,2025-07-08
CUST0002310,Hemani,Munshi,M,1959-03-22,fchatterjee@example.net,+914271548901,Ahmedabad,Retail,Verified,2026-03-02
CUST0002311,Xiti,Sawhney,F,2003-04-15,ynarain@example.com,05376892110,Ahmedabad,Retail,Verified,2025-11-30
CUST0002312,Jeevika,Dixit,M,1984-03-31,warhi94@example.net,00894806301,Kolkata,Retail,Verified,2024-04-20
CUST0002313,Charvi,Nanda,F,2003-05-12,isridhar@example.com,3075019973,Ahmedabad,Retail,Pending,2023-07-11
CUST0002314,Ayush,Sharma,F,2003-05-04,bhaktaaayush@example.net,8822891821,Delhi,Retail,Verified,2025-12-28
CUST0002315,Varsha,Dixit,M,1997-06-25,jagatgupta@example.net,08499164865,Bangalore,Retail,Verified,2022-06-04
CUST0002316,Onveer,Pau,F,1989-11-07,biswasmaanav@example.net,+918829926418,Jaipur,Retail,Pending,2022-03-28
CUST0002317,Anya,Saxena,M,1959-01-02,kdave@example.com,5994273877,Mumbai,HNI,Pending,2021-11-21
CUST0002318,Vedant,Nazareth,M,1977-12-06,zdube@example.com,+918281371727,Ahmedabad,Premium,Verified,2022-10-26
CUST0002319,Onkar,Kuruvilla,M,1956-09-03,qabilchanda@example.org,03468650507,Ahmedabad,Premium,Verified,2025-07-05
CUST0002320,Nicholas,Roy,F,1954-11-05,vaidyayash@example.net,3045335978,Kolkata,Retail,Verified,2025-11-11
CUST0002321,Amruta,Wagle,F,2003-03-19,wadhwanirja@example.net,+918050167716,Hyderabad,Retail,Verified,2023-01-08
CUST0002322,Varenya,Choudhury,M,1983-07-11,anirudh06@example.org,01013452951,Chennai,Retail,Verified,2024-09-06
CUST0002323,Ekansh,Vyas,F,2005-12-25,ikbalbarad@example.com,+914224242232,Lucknow,Premium,Verified,2022-12-07
CUST0002324,Rachit,Shetty,F,1966-06-14,cmalhotra@example.com,08579408580,Lucknow,Retail,Failed,2022-03-06
CUST0002325,Kiaan,Walia,F,1961-07-25,karan16@example.com,07626228385,Lucknow,Retail,Verified,2022-08-01
CUST0002326,Indira,Dass,F,1993-07-04,avidube@example.net,6835986181,Lucknow,Retail,Verified,2024-08-27
CUST0002327,Divya,Chanda,F,2001-02-15,jacob08@example.org,+915455928420,Pune,HNI,Verified,2024-08-11
CUST0002328,Maya,Devi,M,1973-10-16,shankervaishnavi@example.net,6394591646,Mumbai,HNI,Verified,2023-05-09
CUST0002329,Widisha,Jaggi,M,1978-06-20,nihal27@example.org,07979222470,Hyderabad,Retail,Verified,2023-01-30
CUST0002330,Dhriti,Ravel,Other,2007-02-01,pallaansh@example.com,8475323428,Chennai,Premium,Verified,2024-05-03
CUST0002331,Ryan,Dass,M,1981-07-11,olala@example.com,05056283268,Chennai,Retail,Verified,2026-02-07
CUST0002332,Yagnesh,Majumdar,Other,1973-07-11,mnaik@example.net,9509000716,Kolkata,Retail,Verified,2025-12-20
CUST0002333,Nachiket,Palla,F,2003-05-31,anyakuruvilla@example.org,07812450498,Jaipur,Retail,Verified,2021-08-28
CUST0002334,Ishanvi,Raju,M,1989-09-16,yahvimangal@example.net,0860944599,Ahmedabad,Retail,Verified,2022-01-21
CUST0002335,Devansh,Butala,M,1972-01-22,zansidoctor@example.com,06071853004,Ahmedabad,Retail,Verified,2023-11-14
CUST0002336,Ubika,Kale,M,1952-04-12,ocomar@example.com,0625761162,Hyderabad,HNI,Verified,2024-05-10
CUST0002337,Kashvi,Dash,F,1958-11-30,hemakar@example.com,00166003321,Pune,Premium,Verified,2023-03-20
CUST0002338,Zansi,Srinivasan,M,1963-10-15,dayamai62@example.org,0522024761,Delhi,Retail,Verified,2024-01-19
CUST0002339,Fiyaz,Sarma,M,2003-07-13,,+918090007648,Bangalore,Retail,Verified,2023-11-20
CUST0002340,Max,Sarkar,M,2000-11-19,magararyan@example.org,8823834484,Hyderabad,Retail,Verified,2022-06-06
CUST0002341,Nilima,Rana,M,1968-04-05,xalak13@example.com,+910798633079,Delhi,Retail,Verified,2026-01-31
CUST0002342,Tanay,Dugar,M,1994-07-26,adya43@example.org,+914960312311,Bangalore,HNI,Pending,2023-11-28
CUST0002343,Lakshmi,Bhatnagar,M,1958-12-27,amol98@example.net,+911962604268,Chennai,Retail,Verified,2025-04-07
CUST0002344,Thomas,Nath,F,1981-04-11,,+912154663345,Pune,Premium,Verified,2023-03-03
CUST0002345,Vamakshi,Dada,M,1984-06-23,sharafidika@example.net,05335729805,Hyderabad,Retail,Verified,2025-04-01
CUST0002346,Anirudh,Grover,M,1965-09-08,kondazashil@example.com,02488337162,Lucknow,Retail,Verified,2025-03-20
CUST0002347,Ekanta,Saraf,M,1966-08-30,hemangranganathan@example.net,+910543451533,Chennai,Retail,Verified,2021-12-11
